TargetName	Module	CodeClass	GeneID	SystematicName	Negative
TEK	Hs_R_NGS_WTA_v1.0	Endogenous	7010	TEK	FALSE
THPO	Hs_R_NGS_WTA_v1.0	Endogenous	7066	THPO	FALSE
UBE3A	Hs_R_NGS_WTA_v1.0	Endogenous	7337	UBE3A	FALSE
BARD1	Hs_R_NGS_WTA_v1.0	Endogenous	580	BARD1	FALSE
PEX1	Hs_R_NGS_WTA_v1.0	Endogenous	5189	PEX1	FALSE
TWIST1	Hs_R_NGS_WTA_v1.0	Endogenous	7291	TWIST1	FALSE
NR0B1	Hs_R_NGS_WTA_v1.0	Endogenous	190	NR0B1	FALSE
AK1	Hs_R_NGS_WTA_v1.0	Endogenous	203	AK1	FALSE
ALB	Hs_R_NGS_WTA_v1.0	Endogenous	213	ALB	FALSE
ALPL	Hs_R_NGS_WTA_v1.0	Endogenous	249	ALPL	FALSE
AMH	Hs_R_NGS_WTA_v1.0	Endogenous	268	AMH	FALSE
AMPD3	Hs_R_NGS_WTA_v1.0	Endogenous	272	AMPD3	FALSE
AMT	Hs_R_NGS_WTA_v1.0	Endogenous	275	AMT	FALSE
APOA4	Hs_R_NGS_WTA_v1.0	Endogenous	337	APOA4	FALSE
APP	Hs_R_NGS_WTA_v1.0	Endogenous	351	APP	FALSE
APRT	Hs_R_NGS_WTA_v1.0	Endogenous	353	APRT	FALSE
AQP2	Hs_R_NGS_WTA_v1.0	Endogenous	359	AQP2	FALSE
ARSA	Hs_R_NGS_WTA_v1.0	Endogenous	410	ARSA	FALSE
SERPINC1	Hs_R_NGS_WTA_v1.0	Endogenous	462	SERPINC1	FALSE
ATRX	Hs_R_NGS_WTA_v1.0	Endogenous	546	ATRX	FALSE
AVP	Hs_R_NGS_WTA_v1.0	Endogenous	551	AVP	FALSE
C1QB	Hs_R_NGS_WTA_v1.0	Endogenous	713	C1QB	FALSE
CFTR	Hs_R_NGS_WTA_v1.0	Endogenous	1080	CFTR	FALSE
COL10A1	Hs_R_NGS_WTA_v1.0	Endogenous	1300	COL10A1	FALSE
COL4A5	Hs_R_NGS_WTA_v1.0	Endogenous	1287	COL4A5	FALSE
CRYBB2	Hs_R_NGS_WTA_v1.0	Endogenous	1415	CRYBB2	FALSE
CYP11B1	Hs_R_NGS_WTA_v1.0	Endogenous	1584, 1585	CYP11B2, CYP11B1	FALSE
CYP11B2	Hs_R_NGS_WTA_v1.0	Endogenous	1585	CYP11B2	FALSE
CYP1A1	Hs_R_NGS_WTA_v1.0	Endogenous	1543	CYP1A1	FALSE
CYP21A2	Hs_R_NGS_WTA_v1.0	Endogenous	1589, 1590	CYP21A2, CYP21A1P	FALSE
EPX	Hs_R_NGS_WTA_v1.0	Endogenous	8288	EPX	FALSE
F10	Hs_R_NGS_WTA_v1.0	Endogenous	2159	F10	FALSE
F12	Hs_R_NGS_WTA_v1.0	Endogenous	2161	F12	FALSE
F2	Hs_R_NGS_WTA_v1.0	Endogenous	2147	F2	FALSE
FBP1	Hs_R_NGS_WTA_v1.0	Endogenous	2203	FBP1	FALSE
FSHB	Hs_R_NGS_WTA_v1.0	Endogenous	2488	FSHB	FALSE
FUT2	Hs_R_NGS_WTA_v1.0	Endogenous	2524	FUT2	FALSE
GALNS	Hs_R_NGS_WTA_v1.0	Endogenous	2588	GALNS	FALSE
GDNF	Hs_R_NGS_WTA_v1.0	Endogenous	2668	GDNF	FALSE
GH1	Hs_R_NGS_WTA_v1.0	Endogenous	2688	GH1	FALSE
HBA2	Hs_R_NGS_WTA_v1.0	Endogenous	3040	HBA2	FALSE
HBB	Hs_R_NGS_WTA_v1.0	Endogenous	3043	HBB	FALSE
HBD	Hs_R_NGS_WTA_v1.0	Endogenous	3045	HBD	FALSE
HEXA	Hs_R_NGS_WTA_v1.0	Endogenous	3073	HEXA	FALSE
HEXB	Hs_R_NGS_WTA_v1.0	Endogenous	3074	HEXB	FALSE
HOXA13	Hs_R_NGS_WTA_v1.0	Endogenous	3209	HOXA13	FALSE
HOXD13	Hs_R_NGS_WTA_v1.0	Endogenous	3239	HOXD13	FALSE
HTR1A	Hs_R_NGS_WTA_v1.0	Endogenous	3350	HTR1A	FALSE
KCNJ11	Hs_R_NGS_WTA_v1.0	Endogenous	3767	KCNJ11	FALSE
KRT14	Hs_R_NGS_WTA_v1.0	Endogenous	3861	KRT14	FALSE
LDLR	Hs_R_NGS_WTA_v1.0	Endogenous	3949	LDLR	FALSE
MC2R	Hs_R_NGS_WTA_v1.0	Endogenous	4158	MC2R	FALSE
MPZ	Hs_R_NGS_WTA_v1.0	Endogenous	4359	MPZ	FALSE
OTC	Hs_R_NGS_WTA_v1.0	Endogenous	5009	OTC	FALSE
PCCB	Hs_R_NGS_WTA_v1.0	Endogenous	5096	PCCB	FALSE
PLP1	Hs_R_NGS_WTA_v1.0	Endogenous	5354	PLP1	FALSE
PMS1	Hs_R_NGS_WTA_v1.0	Endogenous	5378	PMS1	FALSE
RAG2	Hs_R_NGS_WTA_v1.0	Endogenous	5897	RAG2	FALSE
REN	Hs_R_NGS_WTA_v1.0	Endogenous	5972	REN	FALSE
RHO	Hs_R_NGS_WTA_v1.0	Endogenous	6010	RHO	FALSE
RYR1	Hs_R_NGS_WTA_v1.0	Endogenous	6261	RYR1	FALSE
SAG	Hs_R_NGS_WTA_v1.0	Endogenous	6295	SAG	FALSE
SFTPB	Hs_R_NGS_WTA_v1.0	Endogenous	6439	SFTPB	FALSE
SMPD1	Hs_R_NGS_WTA_v1.0	Endogenous	6609	SMPD1	FALSE
HNF1A	Hs_R_NGS_WTA_v1.0	Endogenous	6927	HNF1A	FALSE
TSC2	Hs_R_NGS_WTA_v1.0	Endogenous	7249	TSC2	FALSE
TSHB	Hs_R_NGS_WTA_v1.0	Endogenous	7252	TSHB	FALSE
VHL	Hs_R_NGS_WTA_v1.0	Endogenous	7428	VHL	FALSE
VWF	Hs_R_NGS_WTA_v1.0	Endogenous	7450	VWF	FALSE
WRN	Hs_R_NGS_WTA_v1.0	Endogenous	7486	WRN	FALSE
DCX	Hs_R_NGS_WTA_v1.0	Endogenous	1641	DCX	FALSE
GDF5	Hs_R_NGS_WTA_v1.0	Endogenous	8200	GDF5	FALSE
C8A	Hs_R_NGS_WTA_v1.0	Endogenous	731	C8A	FALSE
IL6R	Hs_R_NGS_WTA_v1.0	Endogenous	3570	IL6R	FALSE
FCGR1A	Hs_R_NGS_WTA_v1.0	Endogenous	2209, 2210, 100132417	FCGR1CP, FCGR1B, FCGR1A	FALSE
FCGR3A	Hs_R_NGS_WTA_v1.0	Endogenous	2214, 2215	FCGR3A, FCGR3B	FALSE
IL10	Hs_R_NGS_WTA_v1.0	Endogenous	3586	IL10	FALSE
CR1	Hs_R_NGS_WTA_v1.0	Endogenous	1378	CR1	FALSE
CD55	Hs_R_NGS_WTA_v1.0	Endogenous	1604	CD55	FALSE
IL1RN	Hs_R_NGS_WTA_v1.0	Endogenous	3557	IL1RN	FALSE
SLC11A1	Hs_R_NGS_WTA_v1.0	Endogenous	6556	SLC11A1	FALSE
CCR5	Hs_R_NGS_WTA_v1.0	Endogenous	1234	CCR5	FALSE
GPX1	Hs_R_NGS_WTA_v1.0	Endogenous	2876	GPX1	FALSE
GC	Hs_R_NGS_WTA_v1.0	Endogenous	2638	GC	FALSE
IL2	Hs_R_NGS_WTA_v1.0	Endogenous	3558	IL2	FALSE
C7	Hs_R_NGS_WTA_v1.0	Endogenous	730	C7	FALSE
IL4	Hs_R_NGS_WTA_v1.0	Endogenous	3565	IL4	FALSE
CD14	Hs_R_NGS_WTA_v1.0	Endogenous	929	CD14	FALSE
TAP1	Hs_R_NGS_WTA_v1.0	Endogenous	6890	TAP1	FALSE
TNF	Hs_R_NGS_WTA_v1.0	Endogenous	7124	TNF	FALSE
LTA	Hs_R_NGS_WTA_v1.0	Endogenous	4049	LTA	FALSE
IGFBP1	Hs_R_NGS_WTA_v1.0	Endogenous	3484	IGFBP1	FALSE
IGFBP2	Hs_R_NGS_WTA_v1.0	Endogenous	3485	IGFBP2	FALSE
IGFBP3	Hs_R_NGS_WTA_v1.0	Endogenous	3486	IGFBP3	FALSE
HGF	Hs_R_NGS_WTA_v1.0	Endogenous	3082	HGF	FALSE
SERPINE1	Hs_R_NGS_WTA_v1.0	Endogenous	5054	SERPINE1	FALSE
IFNA2	Hs_R_NGS_WTA_v1.0	Endogenous	3440	IFNA2	FALSE
C8G	Hs_R_NGS_WTA_v1.0	Endogenous	733	C8G	FALSE
ORM1	Hs_R_NGS_WTA_v1.0	Endogenous	5004	ORM1	FALSE
ORM2	Hs_R_NGS_WTA_v1.0	Endogenous	5005	ORM2	FALSE
CD59	Hs_R_NGS_WTA_v1.0	Endogenous	966	CD59	FALSE
IGF2	Hs_R_NGS_WTA_v1.0	Endogenous	3481, 723961	IGF2, INS-IGF2	FALSE
HPX	Hs_R_NGS_WTA_v1.0	Endogenous	3263	HPX	FALSE
NCAM1	Hs_R_NGS_WTA_v1.0	Endogenous	4684	NCAM1	FALSE
CD4	Hs_R_NGS_WTA_v1.0	Endogenous	920	CD4	FALSE
SLC11A2	Hs_R_NGS_WTA_v1.0	Endogenous	4891	SLC11A2	FALSE
IGF1	Hs_R_NGS_WTA_v1.0	Endogenous	3479	IGF1	FALSE
IFNG	Hs_R_NGS_WTA_v1.0	Endogenous	3458	IFNG	FALSE
NOS1	Hs_R_NGS_WTA_v1.0	Endogenous	4842	NOS1	FALSE
SERPINA5	Hs_R_NGS_WTA_v1.0	Endogenous	5104	SERPINA5	FALSE
NOS2	Hs_R_NGS_WTA_v1.0	Endogenous	4843	NOS2	FALSE
LTBP1	Hs_R_NGS_WTA_v1.0	Endogenous	4052	LTBP1	FALSE
IL10RB	Hs_R_NGS_WTA_v1.0	Endogenous	3588	IL10RB	FALSE
IFNAR1	Hs_R_NGS_WTA_v1.0	Endogenous	3454	IFNAR1	FALSE
NCF4	Hs_R_NGS_WTA_v1.0	Endogenous	4689	NCF4	FALSE
ITGAM	Hs_R_NGS_WTA_v1.0	Endogenous	3684	ITGAM	FALSE
RFX2	Hs_R_NGS_WTA_v1.0	Endogenous	5990	RFX2	FALSE
SOD2	Hs_R_NGS_WTA_v1.0	Endogenous	6648	SOD2	FALSE
GSR	Hs_R_NGS_WTA_v1.0	Endogenous	2936	GSR	FALSE
VTN	Hs_R_NGS_WTA_v1.0	Endogenous	7448	VTN	FALSE
FASLG	Hs_R_NGS_WTA_v1.0	Endogenous	356	FASLG	FALSE
IL13RA2	Hs_R_NGS_WTA_v1.0	Endogenous	3598	IL13RA2	FALSE
TGFB1	Hs_R_NGS_WTA_v1.0	Endogenous	7040	TGFB1	FALSE
RPL9	Hs_R_NGS_WTA_v1.0	Endogenous	6133	RPL9	FALSE
NAT1	Hs_R_NGS_WTA_v1.0	Endogenous	9	NAT1	FALSE
ABAT	Hs_R_NGS_WTA_v1.0	Endogenous	18	ABAT	FALSE
ACHE	Hs_R_NGS_WTA_v1.0	Endogenous	43	ACHE	FALSE
ACY1	Hs_R_NGS_WTA_v1.0	Endogenous	100526760, 95	ABHD14A-ACY1, ACY1	FALSE
ADH1A	Hs_R_NGS_WTA_v1.0	Endogenous	124	ADH1A	FALSE
ADH4	Hs_R_NGS_WTA_v1.0	Endogenous	127	ADH4	FALSE
ADH5	Hs_R_NGS_WTA_v1.0	Endogenous	128	ADH5	FALSE
ADH6	Hs_R_NGS_WTA_v1.0	Endogenous	130	ADH6	FALSE
ADH7	Hs_R_NGS_WTA_v1.0	Endogenous	131	ADH7	FALSE
ADORA2A	Hs_R_NGS_WTA_v1.0	Endogenous	101730217, 135	ADORA2A, SPECC1L-ADORA2A	FALSE
ADORA2B	Hs_R_NGS_WTA_v1.0	Endogenous	136	ADORA2B	FALSE
ADORA3	Hs_R_NGS_WTA_v1.0	Endogenous	140	ADORA3	FALSE
ADRA1D	Hs_R_NGS_WTA_v1.0	Endogenous	146	ADRA1D	FALSE
ADRA1B	Hs_R_NGS_WTA_v1.0	Endogenous	147	ADRA1B	FALSE
ADRA1A	Hs_R_NGS_WTA_v1.0	Endogenous	148	ADRA1A	FALSE
ADRA2A	Hs_R_NGS_WTA_v1.0	Endogenous	150	ADRA2A	FALSE
ADRA2C	Hs_R_NGS_WTA_v1.0	Endogenous	152	ADRA2C	FALSE
ADRB1	Hs_R_NGS_WTA_v1.0	Endogenous	153	ADRB1	FALSE
AGTR1	Hs_R_NGS_WTA_v1.0	Endogenous	185	AGTR1	FALSE
AGTR2	Hs_R_NGS_WTA_v1.0	Endogenous	186	AGTR2	FALSE
ALDH1A1	Hs_R_NGS_WTA_v1.0	Endogenous	216	ALDH1A1	FALSE
ALDH2	Hs_R_NGS_WTA_v1.0	Endogenous	217	ALDH2	FALSE
ALDH3A1	Hs_R_NGS_WTA_v1.0	Endogenous	218	ALDH3A1	FALSE
ALDH1B1	Hs_R_NGS_WTA_v1.0	Endogenous	219	ALDH1B1	FALSE
ALDH1A3	Hs_R_NGS_WTA_v1.0	Endogenous	220	ALDH1A3	FALSE
ALDH3B2	Hs_R_NGS_WTA_v1.0	Endogenous	222	ALDH3B2	FALSE
ALDH9A1	Hs_R_NGS_WTA_v1.0	Endogenous	223	ALDH9A1	FALSE
ALOX12	Hs_R_NGS_WTA_v1.0	Endogenous	239	ALOX12	FALSE
ALOX5	Hs_R_NGS_WTA_v1.0	Endogenous	240	ALOX5	FALSE
ANXA1	Hs_R_NGS_WTA_v1.0	Endogenous	301	ANXA1	FALSE
ATP1A1	Hs_R_NGS_WTA_v1.0	Endogenous	476	ATP1A1	FALSE
ATP1A2	Hs_R_NGS_WTA_v1.0	Endogenous	477	ATP1A2	FALSE
ATP4A	Hs_R_NGS_WTA_v1.0	Endogenous	495	ATP4A	FALSE
ATP4B	Hs_R_NGS_WTA_v1.0	Endogenous	496	ATP4B	FALSE
AVPR1B	Hs_R_NGS_WTA_v1.0	Endogenous	553	AVPR1B	FALSE
BCKDHA	Hs_R_NGS_WTA_v1.0	Endogenous	593	BCKDHA	FALSE
BDKRB1	Hs_R_NGS_WTA_v1.0	Endogenous	623	BDKRB1	FALSE
BLVRA	Hs_R_NGS_WTA_v1.0	Endogenous	644	BLVRA	FALSE
BLVRB	Hs_R_NGS_WTA_v1.0	Endogenous	645	BLVRB	FALSE
TSPO	Hs_R_NGS_WTA_v1.0	Endogenous	706	TSPO	FALSE
C4BPA	Hs_R_NGS_WTA_v1.0	Endogenous	722	C4BPA	FALSE
C4BPB	Hs_R_NGS_WTA_v1.0	Endogenous	725	C4BPB	FALSE
CA4	Hs_R_NGS_WTA_v1.0	Endogenous	762	CA4	FALSE
CACNA1B	Hs_R_NGS_WTA_v1.0	Endogenous	774	CACNA1B	FALSE
CACNA1D	Hs_R_NGS_WTA_v1.0	Endogenous	776	CACNA1D	FALSE
CACNA1E	Hs_R_NGS_WTA_v1.0	Endogenous	777	CACNA1E	FALSE
CACNA2D1	Hs_R_NGS_WTA_v1.0	Endogenous	781	CACNA2D1	FALSE
CACNB2	Hs_R_NGS_WTA_v1.0	Endogenous	783	CACNB2	FALSE
CACNB3	Hs_R_NGS_WTA_v1.0	Endogenous	784	CACNB3	FALSE
CACNB4	Hs_R_NGS_WTA_v1.0	Endogenous	785	CACNB4	FALSE
CACNG1	Hs_R_NGS_WTA_v1.0	Endogenous	786	CACNG1	FALSE
CALCB	Hs_R_NGS_WTA_v1.0	Endogenous	797	CALCB	FALSE
CCKAR	Hs_R_NGS_WTA_v1.0	Endogenous	886	CCKAR	FALSE
CD3D	Hs_R_NGS_WTA_v1.0	Endogenous	915	CD3D	FALSE
CD3E	Hs_R_NGS_WTA_v1.0	Endogenous	916	CD3E	FALSE
CGA	Hs_R_NGS_WTA_v1.0	Endogenous	1081	CGA	FALSE
CHRM1	Hs_R_NGS_WTA_v1.0	Endogenous	1128	CHRM1	FALSE
CHRM3	Hs_R_NGS_WTA_v1.0	Endogenous	1131	CHRM3	FALSE
CHRM4	Hs_R_NGS_WTA_v1.0	Endogenous	1132	CHRM4	FALSE
CHRNA2	Hs_R_NGS_WTA_v1.0	Endogenous	1135	CHRNA2	FALSE
CHRNA3	Hs_R_NGS_WTA_v1.0	Endogenous	1136	CHRNA3	FALSE
CHRNA4	Hs_R_NGS_WTA_v1.0	Endogenous	1137	CHRNA4	FALSE
CHRNA5	Hs_R_NGS_WTA_v1.0	Endogenous	1138	CHRNA5	FALSE
CHRNB1	Hs_R_NGS_WTA_v1.0	Endogenous	1140	CHRNB1	FALSE
CHRNB3	Hs_R_NGS_WTA_v1.0	Endogenous	1142	CHRNB3	FALSE
CHRNB4	Hs_R_NGS_WTA_v1.0	Endogenous	1143	CHRNB4	FALSE
CHRND	Hs_R_NGS_WTA_v1.0	Endogenous	1144	CHRND	FALSE
CRH	Hs_R_NGS_WTA_v1.0	Endogenous	1392	CRH	FALSE
CSF1	Hs_R_NGS_WTA_v1.0	Endogenous	1435	CSF1	FALSE
CSF2	Hs_R_NGS_WTA_v1.0	Endogenous	1437	CSF2	FALSE
CSF3	Hs_R_NGS_WTA_v1.0	Endogenous	1440	CSF3	FALSE
CSF3R	Hs_R_NGS_WTA_v1.0	Endogenous	1441	CSF3R	FALSE
CYP1A2	Hs_R_NGS_WTA_v1.0	Endogenous	1544	CYP1A2	FALSE
CYP3A7	Hs_R_NGS_WTA_v1.0	Endogenous	100861540, 1551	CYP3A7, CYP3A7-CYP3A51P	FALSE
CYP2B6	Hs_R_NGS_WTA_v1.0	Endogenous	1555	CYP2B6	FALSE
CYP2C19	Hs_R_NGS_WTA_v1.0	Endogenous	1557	CYP2C19	FALSE
CYP2C8	Hs_R_NGS_WTA_v1.0	Endogenous	1558	CYP2C8	FALSE
CYP2C9	Hs_R_NGS_WTA_v1.0	Endogenous	1559	CYP2C9	FALSE
CYP2C18	Hs_R_NGS_WTA_v1.0	Endogenous	1562	CYP2C18	FALSE
CYP2E1	Hs_R_NGS_WTA_v1.0	Endogenous	1571	CYP2E1	FALSE
CYP2F1	Hs_R_NGS_WTA_v1.0	Endogenous	1572	CYP2F1	FALSE
CYP2J2	Hs_R_NGS_WTA_v1.0	Endogenous	1573	CYP2J2	FALSE
CYP3A5	Hs_R_NGS_WTA_v1.0	Endogenous	1577	CYP3A5	FALSE
CYP4B1	Hs_R_NGS_WTA_v1.0	Endogenous	1580	CYP4B1	FALSE
CYP7A1	Hs_R_NGS_WTA_v1.0	Endogenous	1581	CYP7A1	FALSE
CYP24A1	Hs_R_NGS_WTA_v1.0	Endogenous	1591	CYP24A1	FALSE
CYP27A1	Hs_R_NGS_WTA_v1.0	Endogenous	1593	CYP27A1	FALSE
CYP27B1	Hs_R_NGS_WTA_v1.0	Endogenous	1594	CYP27B1	FALSE
DBH	Hs_R_NGS_WTA_v1.0	Endogenous	1621	DBH	FALSE
DCK	Hs_R_NGS_WTA_v1.0	Endogenous	1633	DCK	FALSE
ACE	Hs_R_NGS_WTA_v1.0	Endogenous	1636	ACE	FALSE
DDC	Hs_R_NGS_WTA_v1.0	Endogenous	1644	DDC	FALSE
DIO1	Hs_R_NGS_WTA_v1.0	Endogenous	1733	DIO1	FALSE
DRD1	Hs_R_NGS_WTA_v1.0	Endogenous	1812	DRD1	FALSE
DRD2	Hs_R_NGS_WTA_v1.0	Endogenous	1813	DRD2	FALSE
DRD3	Hs_R_NGS_WTA_v1.0	Endogenous	1814	DRD3	FALSE
DRD4	Hs_R_NGS_WTA_v1.0	Endogenous	1815	DRD4	FALSE
DRD5	Hs_R_NGS_WTA_v1.0	Endogenous	1816, 1818, 101060524	DRD5, DRD5P2, LOC101060524	FALSE
EPO	Hs_R_NGS_WTA_v1.0	Endogenous	2056	EPO	FALSE
FOLR3	Hs_R_NGS_WTA_v1.0	Endogenous	2352	FOLR3	FALSE
GAST	Hs_R_NGS_WTA_v1.0	Endogenous	2520	GAST	FALSE
GABRA1	Hs_R_NGS_WTA_v1.0	Endogenous	2554	GABRA1	FALSE
GABRA2	Hs_R_NGS_WTA_v1.0	Endogenous	2555	GABRA2	FALSE
GABRA4	Hs_R_NGS_WTA_v1.0	Endogenous	2557	GABRA4	FALSE
GABRA5	Hs_R_NGS_WTA_v1.0	Endogenous	2558	GABRA5	FALSE
GABRA6	Hs_R_NGS_WTA_v1.0	Endogenous	2559	GABRA6	FALSE
GABRB1	Hs_R_NGS_WTA_v1.0	Endogenous	2560	GABRB1	FALSE
GABRB2	Hs_R_NGS_WTA_v1.0	Endogenous	2561	GABRB2	FALSE
GABRB3	Hs_R_NGS_WTA_v1.0	Endogenous	2562	GABRB3	FALSE
GABRD	Hs_R_NGS_WTA_v1.0	Endogenous	2563	GABRD	FALSE
GABRG2	Hs_R_NGS_WTA_v1.0	Endogenous	2566	GABRG2	FALSE
GAD1	Hs_R_NGS_WTA_v1.0	Endogenous	2571	GAD1	FALSE
GAD2	Hs_R_NGS_WTA_v1.0	Endogenous	2572	GAD2	FALSE
GART	Hs_R_NGS_WTA_v1.0	Endogenous	2618	GART	FALSE
GAS6	Hs_R_NGS_WTA_v1.0	Endogenous	2621	GAS6	FALSE
GGCX	Hs_R_NGS_WTA_v1.0	Endogenous	2677	GGCX	FALSE
GHRHR	Hs_R_NGS_WTA_v1.0	Endogenous	2692	GHRHR	FALSE
GLRB	Hs_R_NGS_WTA_v1.0	Endogenous	2743	GLRB	FALSE
GNRH1	Hs_R_NGS_WTA_v1.0	Endogenous	2796	GNRH1	FALSE
GRIA1	Hs_R_NGS_WTA_v1.0	Endogenous	2890	GRIA1	FALSE
GRIA3	Hs_R_NGS_WTA_v1.0	Endogenous	2892	GRIA3	FALSE
GRIA4	Hs_R_NGS_WTA_v1.0	Endogenous	2893	GRIA4	FALSE
GRIK1	Hs_R_NGS_WTA_v1.0	Endogenous	2897	GRIK1	FALSE
GRIK3	Hs_R_NGS_WTA_v1.0	Endogenous	2899	GRIK3	FALSE
GRIN1	Hs_R_NGS_WTA_v1.0	Endogenous	2902	GRIN1	FALSE
GRIN2A	Hs_R_NGS_WTA_v1.0	Endogenous	2903	GRIN2A	FALSE
GRIN2B	Hs_R_NGS_WTA_v1.0	Endogenous	2904	GRIN2B	FALSE
GRIN2D	Hs_R_NGS_WTA_v1.0	Endogenous	2906	GRIN2D	FALSE
GRINA	Hs_R_NGS_WTA_v1.0	Endogenous	2907	GRINA	FALSE
GRM1	Hs_R_NGS_WTA_v1.0	Endogenous	2911	GRM1	FALSE
GRM3	Hs_R_NGS_WTA_v1.0	Endogenous	2913	GRM3	FALSE
GRM4	Hs_R_NGS_WTA_v1.0	Endogenous	2914	GRM4	FALSE
GRM5	Hs_R_NGS_WTA_v1.0	Endogenous	2915	GRM5	FALSE
GRM6	Hs_R_NGS_WTA_v1.0	Endogenous	2916	GRM6	FALSE
GRM7	Hs_R_NGS_WTA_v1.0	Endogenous	2917	GRM7	FALSE
GRM8	Hs_R_NGS_WTA_v1.0	Endogenous	2918	GRM8	FALSE
GSTA2	Hs_R_NGS_WTA_v1.0	Endogenous	2939	GSTA2	FALSE
GSTA3	Hs_R_NGS_WTA_v1.0	Endogenous	2940	GSTA3	FALSE
GSTM2	Hs_R_NGS_WTA_v1.0	Endogenous	2946	GSTM2	FALSE
GSTM3	Hs_R_NGS_WTA_v1.0	Endogenous	2947	GSTM3	FALSE
GSTM4	Hs_R_NGS_WTA_v1.0	Endogenous	2948	GSTM4	FALSE
GSTT2	Hs_R_NGS_WTA_v1.0	Endogenous	2953, 653689	GSTT2B, GSTT2	FALSE
GUCY1A2	Hs_R_NGS_WTA_v1.0	Endogenous	2977	GUCY1A2	FALSE
GUCY1B1	Hs_R_NGS_WTA_v1.0	Endogenous	2983	GUCY1B1	FALSE
GUK1	Hs_R_NGS_WTA_v1.0	Endogenous	2987	GUK1	FALSE
HMGCR	Hs_R_NGS_WTA_v1.0	Endogenous	3156	HMGCR	FALSE
HPGD	Hs_R_NGS_WTA_v1.0	Endogenous	3248	HPGD	FALSE
HRH1	Hs_R_NGS_WTA_v1.0	Endogenous	3269	HRH1	FALSE
HSD3B1	Hs_R_NGS_WTA_v1.0	Endogenous	3283	HSD3B1	FALSE
HTR1B	Hs_R_NGS_WTA_v1.0	Endogenous	3351	HTR1B	FALSE
HTR1D	Hs_R_NGS_WTA_v1.0	Endogenous	3352	HTR1D	FALSE
HTR1E	Hs_R_NGS_WTA_v1.0	Endogenous	3354	HTR1E	FALSE
HTR1F	Hs_R_NGS_WTA_v1.0	Endogenous	3355	HTR1F	FALSE
HTR2B	Hs_R_NGS_WTA_v1.0	Endogenous	3357	HTR2B	FALSE
HTR2C	Hs_R_NGS_WTA_v1.0	Endogenous	3358	HTR2C	FALSE
HTR3A	Hs_R_NGS_WTA_v1.0	Endogenous	3359	HTR3A	FALSE
HTR6	Hs_R_NGS_WTA_v1.0	Endogenous	3362	HTR6	FALSE
ICAM2	Hs_R_NGS_WTA_v1.0	Endogenous	3384	ICAM2	FALSE
IFNAR2	Hs_R_NGS_WTA_v1.0	Endogenous	3455	IFNAR2	FALSE
IGF1R	Hs_R_NGS_WTA_v1.0	Endogenous	3480	IGF1R	FALSE
IGF2R	Hs_R_NGS_WTA_v1.0	Endogenous	3482	IGF2R	FALSE
IL2RB	Hs_R_NGS_WTA_v1.0	Endogenous	3560	IL2RB	FALSE
IL7	Hs_R_NGS_WTA_v1.0	Endogenous	3574	IL7	FALSE
IL12A	Hs_R_NGS_WTA_v1.0	Endogenous	3592	IL12A	FALSE
IMPDH1	Hs_R_NGS_WTA_v1.0	Endogenous	3614	IMPDH1	FALSE
IMPDH2	Hs_R_NGS_WTA_v1.0	Endogenous	3615	IMPDH2	FALSE
ITGA4	Hs_R_NGS_WTA_v1.0	Endogenous	3676	ITGA4	FALSE
ITGAX	Hs_R_NGS_WTA_v1.0	Endogenous	3687	ITGAX	FALSE
ITGB6	Hs_R_NGS_WTA_v1.0	Endogenous	3694	ITGB6	FALSE
ITGB7	Hs_R_NGS_WTA_v1.0	Endogenous	3695	ITGB7	FALSE
KCNJ5	Hs_R_NGS_WTA_v1.0	Endogenous	3762	KCNJ5	FALSE
KLKB1	Hs_R_NGS_WTA_v1.0	Endogenous	3818	KLKB1	FALSE
KNG1	Hs_R_NGS_WTA_v1.0	Endogenous	3827	KNG1	FALSE
LHB	Hs_R_NGS_WTA_v1.0	Endogenous	3972	LHB	FALSE
CYP4F3	Hs_R_NGS_WTA_v1.0	Endogenous	4051	CYP4F3	FALSE
MAOB	Hs_R_NGS_WTA_v1.0	Endogenous	4129	MAOB	FALSE
NQO1	Hs_R_NGS_WTA_v1.0	Endogenous	1728	NQO1	FALSE
NQO2	Hs_R_NGS_WTA_v1.0	Endogenous	4835	NQO2	FALSE
NPY	Hs_R_NGS_WTA_v1.0	Endogenous	4852	NPY	FALSE
NPR1	Hs_R_NGS_WTA_v1.0	Endogenous	4881	NPR1	FALSE
NPY1R	Hs_R_NGS_WTA_v1.0	Endogenous	4886	NPY1R	FALSE
NPY2R	Hs_R_NGS_WTA_v1.0	Endogenous	4887	NPY2R	FALSE
OPRD1	Hs_R_NGS_WTA_v1.0	Endogenous	4985	OPRD1	FALSE
OPRK1	Hs_R_NGS_WTA_v1.0	Endogenous	4986	OPRK1	FALSE
OXT	Hs_R_NGS_WTA_v1.0	Endogenous	5020	OXT	FALSE
OXTR	Hs_R_NGS_WTA_v1.0	Endogenous	5021	OXTR	FALSE
P4HA1	Hs_R_NGS_WTA_v1.0	Endogenous	5033	P4HA1	FALSE
P4HB	Hs_R_NGS_WTA_v1.0	Endogenous	5034	P4HB	FALSE
PAM	Hs_R_NGS_WTA_v1.0	Endogenous	5066	PAM	FALSE
PC	Hs_R_NGS_WTA_v1.0	Endogenous	5091	PC	FALSE
